Timestamp,NORAD_ID,SGP4_X_km,SGP4_Y_km,SGP4_Z_km,True_X_km,True_Y_km,True_Z_km,Error_X_km,Error_Y_km,Error_Z_km,Solar_Flux_F10.7,Atmospheric_Drag_Factor
2025-01-20T01:41:00,33667,1191.985,-591.912,-2713.905,1180.917,-599.573,-2715.363,-11.068,-7.661,-1.458,128.5,0.003192
2025-03-12T01:25:00,43390,56.225,4226.607,743.498,59.967,4232.732,752.285,3.743,6.125,8.788,149.8,0.001754
2025-02-25T21:49:00,33024,5195.803,4247.725,-6804.927,5205.321,4259.084,-6808.375,9.518,11.359,-3.448,120.1,0.004654
2025-04-26T22:28:00,25869,-2873.26,3030.876,-4575.616,-2868.972,3016.436,-4580.649,4.288,-14.439,-5.033,77.3,0.00214
2025-02-04T17:19:00,39719,-1383.972,-1117.111,-6652.399,-1376.536,-1118.022,-6655.824,7.437,-0.911,-3.424,111.8,0.003072
2025-01-24T05:54:00,39719,357.835,-3195.983,-3082.799,350.866,-3201.846,-3091.481,-6.969,-5.863,-8.682,107.7,0.004863
2025-01-20T22:34:00,32623,-6938.024,6211.744,4823.293,-6943.491,6206.133,4815.111,-5.467,-5.611,-8.182,123.0,0.004384
2025-02-03T14:07:00,38848,-6338.48,1945.417,-4444.018,-6330.404,1946.565,-4431.446,8.076,1.148,12.572,123.7,0.002943
2025-04-12T10:47:00,37403,-3655.06,1776.026,4232.146,-3655.142,1767.742,4234.596,-0.082,-8.285,2.45,82.0,0.00074
2025-02-22T11:46:00,36029,-5381.559,-1677.033,6456.808,-5380.434,-1684.255,6462.096,1.125,-7.222,5.288,104.1,0.000702
2025-03-22T22:16:00,32223,-5053.238,5114.7,-4332.121,-5054.034,5114.044,-4330.902,-0.797,-0.656,1.219,123.2,0.003733
2025-02-20T06:45:00,29572,4526.661,-2614.388,-3474.245,4533.378,-2612.551,-3483.288,6.717,1.837,-9.043,98.0,0.002485
2025-02-19T03:38:00,43390,-5757.7,-2132.526,4901.86,-5764.94,-2135.013,4905.037,-7.241,-2.487,3.177,149.2,0.004668
2025-04-23T21:58:00,28648,745.685,2167.278,3938.113,756.315,2170.07,3935.655,10.63,2.793,-2.458,110.4,0.004699
2025-01-03T16:34:00,43390,6571.737,-593.228,-1383.444,6569.506,-602.355,-1387.779,-2.231,-9.127,-4.335,113.2,0.002922
2025-03-27T19:49:00,39719,1965.697,5868.712,-4421.644,1977.31,5868.271,-4423.303,11.612,-0.441,-1.658,136.8,0.001928
2025-01-16T09:45:00,32055,3283.008,-2573.459,-5666.86,3295.325,-2558.524,-5664.939,12.318,14.935,1.92,130.8,0.00225
2025-02-18T10:51:00,32055,-5742.832,5785.847,6003.988,-5722.546,5780.612,5997.215,20.286,-5.235,-6.773,83.5,0.000113
2025-02-21T17:56:00,32055,-237.127,-619.095,-3570.106,-240.95,-600.551,-3563.624,-3.823,18.544,6.483,118.2,0.003446
2025-02-04T11:48:00,41559,1729.953,5267.158,-4363.936,1725.88,5272.559,-4366.573,-4.073,5.401,-2.636,142.5,0.00413
2025-02-25T20:00:00,25869,-3491.501,-3773.467,-1695.468,-3479.413,-3782.322,-1693.474,12.089,-8.855,1.993,77.9,0.000308
2025-03-10T22:36:00,38825,3824.821,-6663.382,5061.17,3839.525,-6669.039,5053.519,14.703,-5.656,-7.651,88.3,0.003685
2025-03-20T05:54:00,44782,-1201.097,-607.504,-1112.105,-1201.84,-605.213,-1113.629,-0.743,2.29,-1.524,96.2,0.001391
2025-04-05T04:36:00,41559,-281.163,5377.763,220.96,-282.552,5388.794,214.489,-1.389,11.031,-6.471,82.5,0.000547
2025-03-07T06:53:00,44726,1620.17,-2152.616,-5722.878,1608.385,-2147.301,-5719.835,-11.785,5.315,3.043,109.2,0.004932
2025-04-26T01:35:00,25976,-3226.548,-771.575,6919.652,-3224.86,-776.941,6923.765,1.688,-5.366,4.114,80.8,0.000706
2025-02-11T21:57:00,37449,6635.275,-6696.297,-934.31,6636.298,-6692.872,-938.703,1.023,3.424,-4.393,130.4,0.00344
2025-04-18T23:16:00,29572,2749.267,2225.263,-1309.85,2745.191,2227.727,-1311.273,-4.076,2.464,-1.423,71.4,0.000962
2025-02-27T08:40:00,26041,-6698.84,-874.355,1730.06,-6697.484,-872.13,1736.641,1.356,2.225,6.581,115.4,0.001517
2025-02-18T00:53:00,30231,-1665.778,-1733.096,-4479.219,-1673.16,-1737.314,-4490.032,-7.382,-4.218,-10.813,141.8,0.001355
2025-02-06T18:34:00,44782,-8.604,-1010.299,-4661.329,-23.674,-999.753,-4669.206,-15.07,10.546,-7.878,94.2,0.00134
2025-03-07T07:09:00,36270,-1139.137,5482.744,-4727.578,-1138.976,5490.163,-4710.632,0.161,7.419,16.946,121.4,0.00205
2025-03-03T00:54:00,32055,-3448.747,3132.519,4841.438,-3444.761,3148.348,4840.135,3.986,15.829,-1.303,78.3,0.00329
2025-01-11T06:35:00,44349,-3956.573,2377.43,-5870.164,-3958.847,2366.168,-5857.967,-2.274,-11.262,12.196,121.1,0.003177
2025-04-25T14:13:00,29090,-5039.492,1942.964,6638.041,-5053.623,1942.253,6650.25,-14.131,-0.71,12.209,104.4,0.004695
2025-03-04T01:56:00,25976,2743.197,6430.58,-3629.615,2745.34,6433.872,-3633.609,2.144,3.292,-3.994,113.9,0.003699
2025-03-16T00:35:00,25819,2790.388,-6252.673,-3275.978,2786.091,-6251.623,-3285.62,-4.297,1.049,-9.642,97.1,0.004463
2025-01-22T15:27:00,27848,6439.587,-1609.884,3648.955,6436.356,-1609.28,3654.504,-3.231,0.604,5.549,114.0,0.000384
2025-04-04T02:49:00,25976,3348.346,4622.838,-2242.781,3361.748,4616.65,-2246.296,13.402,-6.187,-3.514,131.2,0.001538
2025-02-07T12:16:00,44349,4087.826,3508.588,-6282.041,4090.008,3497.774,-6287.958,2.182,-10.814,-5.917,77.9,0.001837
2025-01-22T04:35:00,30231,5926.611,-6950.915,-6056.333,5924.93,-6956.724,-6055.578,-1.681,-5.809,0.756,74.4,0.002369
2025-03-05T09:17:00,36270,-2281.75,4928.633,4741.907,-2283.991,4919.474,4749.613,-2.241,-9.158,7.706,78.2,0.002469
2025-03-03T16:14:00,40054,-4903.451,-6584.818,-1826.623,-4913.023,-6584.364,-1824.075,-9.572,0.454,2.547,76.5,0.000253
2025-04-09T18:16:00,43089,-38.577,90.149,-6095.663,-27.336,86.864,-6107.481,11.24,-3.285,-11.818,87.9,0.004374
2025-03-08T04:01:00,40054,4615.486,-5737.946,-2004.138,4618.77,-5739.608,-2007.117,3.284,-1.662,-2.978,135.8,0.001288
2025-02-13T20:51:00,25976,-645.641,2462.854,3998.834,-642.657,2457.841,3997.728,2.983,-5.014,-1.106,100.3,0.001328
2025-02-09T06:18:00,27848,4630.77,727.031,5336.965,4630.549,720.96,5338.466,-0.22,-6.071,1.501,141.9,0.000846
2025-03-13T00:02:00,32623,-2263.057,-5629.222,-2425.788,-2257.1,-5629.982,-2424.462,5.957,-0.759,1.326,132.2,0.001356
2025-01-08T14:17:00,25869,-6369.163,-2130.455,89.921,-6358.448,-2142.018,88.487,10.715,-11.563,-1.434,137.4,0.002433
2025-01-15T11:51:00,36763,-6876.885,2848.975,4400.497,-6862.797,2844.048,4392.978,14.088,-4.927,-7.519,134.4,0.003839
2025-02-24T00:50:00,32314,4014.688,2734.366,-3864.885,4004.278,2730.779,-3857.072,-10.41,-3.587,7.813,144.8,0.002231
2025-01-28T16:25:00,38848,-4242.988,4737.435,181.714,-4245.649,4742.145,177.197,-2.661,4.71,-4.518,143.6,0.000207
2025-03-27T03:20:00,30094,2596.222,-2586.472,2161.271,2600.791,-2583.316,2157.865,4.569,3.155,-3.405,105.3,0.00082
2025-02-22T06:16:00,36149,-1041.665,-3730.515,-2164.391,-1034.455,-3729.171,-2169.354,7.21,1.345,-4.963,87.0,0.000326
2025-01-26T20:40:00,32223,3042.712,-6074.966,-3704.103,3040.035,-6077.16,-3698.492,-2.676,-2.194,5.611,78.3,0.004437
2025-02-14T03:06:00,32223,1726.45,-6261.636,4151.782,1729.81,-6264.514,4151.242,3.361,-2.878,-0.54,112.6,0.003287
2025-04-11T19:36:00,33667,2216.034,4398.256,2491.471,2205.162,4395.323,2489.881,-10.872,-2.933,-1.59,132.0,0.003051
2025-03-04T16:22:00,32055,4784.663,2795.446,-3527.697,4800.371,2799.65,-3518.843,15.708,4.203,8.854,100.2,0.001506
2025-04-02T09:09:00,30231,6251.804,6406.594,-3873.618,6254.992,6414.493,-3884.857,3.188,7.899,-11.24,79.5,0.004145
2025-01-14T18:24:00,44349,-2242.195,465.904,627.407,-2248.11,466.8,638.199,-5.915,0.895,10.792,70.5,0.004162
2025-04-06T07:24:00,44782,-682.818,4902.953,-2358.976,-674.361,4899.526,-2350.012,8.457,-3.427,8.964,96.5,0.003564
2025-01-09T01:17:00,42571,4084.666,3124.954,-3157.836,4083.884,3130.84,-3153.526,-0.781,5.886,4.31,114.0,0.00102
2025-04-12T18:31:00,29090,5847.997,-5992.477,-1054.164,5839.973,-5997.613,-1064.593,-8.024,-5.137,-10.43,138.2,0.004499
2025-03-16T11:46:00,32223,-5037.997,-1310.058,6847.727,-5038.92,-1315.643,6860.838,-0.924,-5.585,13.111,108.9,0.004779
2025-02-20T03:07:00,44349,-103.96,4893.196,-6039.749,-99.412,4893.805,-6043.047,4.548,0.609,-3.298,96.1,0.003626
2025-02-03T14:06:00,42856,172.857,957.777,-6474.775,165.714,957.568,-6470.52,-7.142,-0.209,4.255,100.7,0.003351
2025-02-07T07:40:00,32164,-857.53,-6926.878,6464.923,-864.266,-6928.81,6457.821,-6.736,-1.932,-7.102,121.5,0.004141
2025-03-21T11:06:00,30094,6664.825,5895.311,1718.558,6668.142,5897.373,1728.142,3.317,2.062,9.585,128.9,0.000411
2025-04-25T04:14:00,37403,550.136,-1931.813,6859.536,558.555,-1921.036,6849.506,8.419,10.777,-10.029,135.3,0.004368
2025-04-05T22:13:00,25976,-6548.598,-2671.314,-4689.888,-6534.367,-2674.449,-4689.456,14.231,-3.135,0.432,105.9,0.000794
2025-01-07T18:02:00,43390,-2355.713,3082.036,5449.835,-2350.916,3079.282,5449.64,4.796,-2.753,-0.195,98.7,0.003425
2025-03-04T00:34:00,42571,-6552.586,-873.618,2771.077,-6554.566,-884.642,2761.345,-1.98,-11.024,-9.732,142.4,0.004009
2025-03-14T06:53:00,29090,-4131.284,-5001.696,6320.005,-4138.572,-5001.098,6332.581,-7.288,0.598,12.576,93.4,0.003231
2025-04-02T12:03:00,32314,-3143.774,-2584.53,5755.041,-3136.468,-2591.293,5755.812,7.305,-6.763,0.772,78.4,0.003808
2025-04-17T02:25:00,36763,-6814.174,813.729,6817.961,-6808.914,816.697,6815.322,5.261,2.968,-2.639,110.1,0.001859
2025-03-06T18:07:00,43390,-165.638,5462.581,-1603.905,-161.367,5464.172,-1608.538,4.27,1.591,-4.633,90.9,0.003025
2025-04-03T13:57:00,25212,-395.471,2240.683,-5103.095,-396.993,2247.46,-5097.415,-1.521,6.777,5.68,118.7,0.00314
2025-02-02T12:38:00,36763,2194.554,866.328,-1013.87,2196.232,875.231,-1007.105,1.679,8.903,6.766,72.8,0.000769
2025-01-22T11:52:00,32055,6796.07,-1770.272,6610.609,6802.672,-1770.466,6612.049,6.602,-0.194,1.44,86.7,0.00232
2025-01-05T00:35:00,36270,510.997,-5565.996,-4275.063,517.342,-5559.488,-4268.457,6.345,6.508,6.605,79.1,0.003112
2025-01-21T13:36:00,34105,-2698.058,-1385.716,296.343,-2703.046,-1392.215,292.058,-4.988,-6.5,-4.285,111.0,0.004949
2025-04-08T22:40:00,32623,3941.543,985.605,1941.071,3933.425,991.597,1946.143,-8.118,5.992,5.072,134.1,0.003403
2025-02-04T22:44:00,36149,962.278,6773.079,-2053.713,976.181,6774.363,-2055.609,13.903,1.284,-1.896,79.5,0.003243
2025-02-20T12:17:00,37403,4456.47,-3486.646,5743.341,4455.14,-3489.81,5746.616,-1.33,-3.164,3.274,112.0,0.004546
2025-02-21T02:45:00,39719,-3768.456,6363.003,2914.371,-3765.741,6363.86,2914.356,2.715,0.857,-0.015,118.7,0.001214
2025-04-19T12:24:00,28039,-6969.203,-3051.393,-3843.266,-6976.414,-3057.297,-3832.203,-7.211,-5.905,11.063,142.8,0.000435
2025-03-23T10:42:00,37403,3454.074,772.193,-2170.294,3460.641,771.279,-2175.133,6.567,-0.913,-4.839,145.4,0.002334
2025-04-28T05:00:00,28039,4270.815,3316.507,-365.108,4269.944,3315.736,-353.385,-0.871,-0.771,11.724,88.6,0.003884
2025-02-01T05:13:00,30231,-4402.007,-96.981,2180.729,-4386.261,-97.744,2180.736,15.746,-0.763,0.007,144.2,0.0039
2025-03-11T11:07:00,32164,-3938.227,-3678.423,3671.758,-3933.193,-3678.131,3676.629,5.033,0.293,4.871,80.1,0.004495
2025-04-13T08:05:00,26041,5118.465,2411.481,290.856,5113.822,2409.759,291.501,-4.643,-1.722,0.645,122.9,0.004148
2025-03-25T14:54:00,33024,-4042.169,2261.975,-6972.321,-4028.805,2260.328,-6976.171,13.364,-1.646,-3.849,94.9,0.000436
2025-04-28T01:31:00,44726,6134.272,-2129.476,-766.974,6137.792,-2130.127,-772.447,3.521,-0.651,-5.472,109.6,0.002776
2025-03-02T18:11:00,42856,-247.246,1346.748,4002.612,-256.811,1343.06,3998.74,-9.565,-3.688,-3.872,100.1,0.004696
2025-02-24T18:14:00,40054,5592.669,3135.204,3337.429,5583.936,3140.197,3341.861,-8.734,4.993,4.432,85.8,0.002123
2025-03-17T16:18:00,32223,-2693.3,3412.164,-4951.31,-2699.968,3413.755,-4952.141,-6.668,1.591,-0.831,126.4,0.003511
2025-03-09T04:36:00,32623,2256.743,1503.545,-4292.924,2250.209,1515.986,-4286.328,-6.533,12.44,6.596,101.0,0.002979
2025-04-09T18:30:00,27848,-2000.227,3725.195,-582.264,-1996.447,3723.506,-583.486,3.781,-1.689,-1.222,120.2,0.001578
2025-04-17T15:51:00,34105,5338.61,3401.379,-1265.611,5348.762,3402.055,-1257.472,10.152,0.676,8.139,124.2,0.00381
2025-03-09T22:58:00,32223,-2327.5,4827.13,3070.298,-2334.318,4823.407,3074.139,-6.818,-3.724,3.841,92.5,0.001561
2025-03-14T22:21:00,28039,1139.21,-5486.768,1130.675,1146.69,-5480.392,1121.645,7.48,6.376,-9.03,143.7,0.00461
2025-01-05T06:08:00,34115,5734.616,4235.324,2812.497,5732.927,4236.131,2818.946,-1.689,0.807,6.449,73.2,0.004499
2025-02-15T07:08:00,42856,1143.341,-4051.515,-931.745,1143.2,-4052.707,-936.611,-0.14,-1.191,-4.866,79.4,0.003717
2025-04-25T08:57:00,41559,70.469,4666.878,6276.921,68.261,4672.015,6268.731,-2.208,5.137,-8.19,87.7,0.001907
2025-04-09T20:24:00,44309,-3842.619,2272.272,5315.424,-3847.803,2264.266,5309.151,-5.183,-8.006,-6.273,130.7,0.001341
2025-04-08T10:55:00,42856,6151.195,-4038.544,6305.869,6154.049,-4027.411,6288.313,2.854,11.132,-17.557,141.0,0.002872
2025-02-20T23:36:00,41559,-6723.834,2645.492,5390.367,-6729.016,2651.68,5388.178,-5.182,6.188,-2.189,125.3,0.003108
2025-02-18T15:32:00,44309,-1933.849,-3794.172,-3136.125,-1927.772,-3793.01,-3125.337,6.078,1.162,10.788,116.8,0.004886
2025-02-26T16:28:00,43390,-4241.377,-5105.588,-2343.005,-4246.492,-5097.006,-2336.375,-5.116,8.582,6.63,130.0,0.000806
2025-01-12T09:07:00,37403,-6176.333,-2999.178,4676.13,-6187.723,-2988.549,4674.157,-11.39,10.629,-1.973,136.0,0.000987
2025-02-28T04:39:00,34012,-1821.044,4283.216,1544.673,-1824.911,4269.844,1536.126,-3.867,-13.372,-8.548,147.9,0.002123
2025-03-13T04:47:00,33024,-2880.684,5805.337,1025.731,-2876.662,5812.925,1002.244,4.022,7.588,-23.488,130.2,0.001374
2025-03-10T09:00:00,32314,6544.881,4110.674,-2692.245,6539.403,4109.542,-2695.394,-5.478,-1.132,-3.149,124.1,0.002671
2025-01-03T01:12:00,44726,3693.606,-5954.922,6807.984,3686.304,-5950.359,6803.224,-7.302,4.563,-4.76,95.6,0.004582
2025-04-20T18:37:00,25869,1536.764,197.562,-1827.492,1544.497,183.985,-1831.368,7.733,-13.577,-3.877,75.4,0.00194
2025-03-20T09:40:00,27582,6654.07,2886.851,6299.85,6660.786,2881.025,6297.28,6.716,-5.826,-2.57,118.2,0.003685
2025-03-22T20:58:00,26041,-3731.698,-525.601,-4691.773,-3726.148,-530.171,-4691.555,5.55,-4.571,0.218,85.5,0.001472
2025-04-27T11:25:00,37403,-5080.2,-3840.837,-1904.655,-5080.723,-3839.705,-1911.148,-0.523,1.132,-6.493,95.8,0.001294
2025-02-01T18:41:00,36149,-603.261,-5710.66,4717.704,-605.637,-5716.497,4721.505,-2.376,-5.837,3.801,97.4,0.002384
2025-01-03T07:28:00,36763,-2800.452,3848.867,-3353.048,-2801.774,3849.705,-3345.704,-1.322,0.838,7.344,147.5,0.003295
2025-01-18T21:36:00,44309,1472.22,-4512.564,1313.754,1474.261,-4506.977,1327.181,2.04,5.587,13.427,135.5,0.001467
2025-01-16T15:56:00,26041,240.969,5903.299,-1555.927,251.178,5907.922,-1570.978,10.209,4.623,-15.051,125.2,0.003069
2025-04-19T10:22:00,36270,-4368.89,-2205.092,-2247.926,-4372.926,-2216.01,-2246.846,-4.036,-10.918,1.079,105.7,0.002491
2025-01-18T12:55:00,33667,3870.235,-4877.606,-2798.716,3873.92,-4871.837,-2794.441,3.684,5.769,4.275,112.7,0.001891
2025-02-02T10:14:00,36763,1498.34,5700.135,4997.271,1501.395,5699.264,5000.313,3.056,-0.871,3.041,147.0,0.000622
2025-03-01T21:22:00,32623,-3029.337,741.557,3548.708,-3024.525,734.507,3541.726,4.812,-7.05,-6.982,114.7,0.004221
2025-02-23T19:56:00,33667,6160.163,4270.477,-1993.048,6159.352,4267.613,-1983.595,-0.811,-2.864,9.453,81.8,0.004791
2025-01-08T20:54:00,41559,1262.396,620.88,-2472.609,1264.917,617.295,-2465.755,2.52,-3.585,6.853,79.4,0.004375
2025-04-07T08:20:00,26423,4741.3,-3227.381,-5489.758,4738.236,-3216.279,-5504.202,-3.063,11.102,-14.444,99.2,0.004058
2025-04-14T04:25:00,44349,6438.8,-5007.902,4416.413,6438.705,-5014.625,4417.013,-0.095,-6.723,0.6,136.8,0.001571
2025-02-24T13:37:00,44726,1854.126,3656.643,3723.461,1859.556,3650.199,3722.593,5.43,-6.444,-0.868,135.3,0.001968
2025-01-10T01:12:00,25212,560.845,1212.718,-6153.345,565.332,1216.224,-6143.823,4.487,3.506,9.521,105.9,0.002399
2025-04-09T22:53:00,40054,6569.189,3452.952,873.582,6551.001,3462.146,876.117,-18.187,9.194,2.535,113.4,0.001495
2025-01-09T12:40:00,44309,5240.569,1291.943,-5890.279,5238.75,1292.412,-5893.211,-1.819,0.47,-2.933,133.4,0.004805
2025-01-07T23:50:00,34115,-6852.416,3465.873,-3033.535,-6858.813,3473.003,-3031.058,-6.397,7.13,2.477,140.8,0.002231
2025-02-06T23:40:00,26423,4781.775,5724.754,4865.256,4770.995,5733.308,4860.709,-10.781,8.554,-4.547,135.5,0.003442
2025-04-09T19:12:00,36763,5297.253,388.122,-5858.186,5293.679,395.764,-5848.604,-3.574,7.642,9.582,85.9,0.002683
2025-01-04T10:22:00,27582,4286.073,-5663.367,4995.503,4295.238,-5663.457,4994.539,9.165,-0.09,-0.964,86.2,0.001762
2025-03-26T10:01:00,26041,-2797.265,-990.608,1298.647,-2788.141,-978.277,1289.236,9.124,12.331,-9.41,121.7,0.001661
2025-01-08T09:17:00,31515,-4407.532,763.333,5739.128,-4413.97,752.275,5746.595,-6.438,-11.059,7.467,73.8,0.000399
2025-01-28T02:04:00,32055,3511.946,-3938.469,-2669.805,3525.696,-3930.79,-2687.699,13.75,7.679,-17.894,82.0,0.004844
2025-01-12T08:49:00,38848,6909.177,-4112.142,4840.169,6914.643,-4101.115,4838.521,5.465,11.027,-1.648,94.2,0.003141
2025-02-11T11:11:00,25976,2840.556,4793.46,1394.589,2846.69,4795.65,1390.361,6.134,2.19,-4.228,133.9,0.004972
2025-01-13T14:26:00,37449,-4750.845,-4394.658,3087.314,-4750.428,-4385.724,3084.737,0.417,8.934,-2.576,104.6,0.003264
2025-03-11T03:50:00,25212,-5150.795,-6500.84,5097.41,-5158.419,-6507.933,5093.663,-7.624,-7.093,-3.747,89.1,0.002739
2025-02-01T23:30:00,44349,5488.963,-3651.46,-3151.209,5497.039,-3663.536,-3162.12,8.077,-12.076,-10.912,139.0,0.002841
2025-04-04T11:34:00,31515,-6933.837,-2856.006,2723.98,-6940.734,-2848.641,2732.795,-6.897,7.365,8.815,87.1,0.003696
2025-01-06T21:33:00,36763,-5119.581,3985.016,-909.597,-5104.804,3995.138,-906.628,14.777,10.122,2.969,120.8,0.001775
2025-03-18T15:43:00,33024,3874.644,-4497.809,4683.086,3883.405,-4502.71,4686.812,8.762,-4.901,3.726,118.5,0.004362
2025-01-03T03:21:00,28070,-870.215,308.56,-4785.054,-872.996,307.4,-4780.668,-2.781,-1.16,4.386,80.0,0.000769
2025-03-14T06:25:00,36270,-1066.567,3547.736,3489.512,-1070.492,3548.879,3493.44,-3.925,1.143,3.928,140.3,0.004553
2025-04-10T01:53:00,31515,-5450.518,-5874.106,1031.506,-5443.112,-5877.931,1037.299,7.406,-3.825,5.793,137.1,0.000104
2025-01-25T23:16:00,39719,5266.617,-3035.721,5553.411,5254.992,-3043.727,5564.202,-11.625,-8.005,10.791,111.3,0.000107
2025-04-21T16:56:00,28039,-3446.001,3368.101,-1708.928,-3457.026,3378.174,-1705.192,-11.025,10.072,3.737,99.9,0.002726
2025-04-18T04:05:00,32164,6538.41,-5646.216,-2931.575,6542.602,-5643.907,-2935.997,4.191,2.309,-4.422,140.2,0.002613
2025-02-09T08:31:00,32623,-4328.746,-4021.208,-1739.878,-4318.388,-4014.811,-1748.145,10.358,6.397,-8.267,76.1,0.001843
2025-02-23T01:34:00,44726,829.889,2731.318,-803.427,837.369,2718.419,-792.623,7.48,-12.9,10.804,133.3,0.003713
2025-03-15T13:30:00,31515,-837.639,6633.541,-4879.239,-838.991,6636.822,-4887.036,-1.352,3.281,-7.796,97.9,0.004133
2025-01-09T15:18:00,38848,1816.24,-3253.105,-5402.672,1814.823,-3262.538,-5404.658,-1.417,-9.433,-1.986,139.8,0.003388
2025-01-08T02:39:00,38848,-5363.104,2380.196,-2663.882,-5359.819,2375.865,-2663.673,3.284,-4.33,0.209,86.8,0.004753
2025-02-22T09:52:00,34012,-1260.942,-4939.263,-6823.223,-1261.686,-4934.66,-6833.328,-0.744,4.603,-10.104,99.5,0.003836
2025-01-28T06:30:00,42856,-3885.901,-2153.089,6090.536,-3887.859,-2140.872,6100.493,-1.958,12.217,9.957,96.0,0.003256
2025-03-10T11:27:00,28169,-582.163,-4564.302,3891.257,-588.186,-4561.724,3897.594,-6.023,2.578,6.337,73.7,0.004502
2025-01-13T07:46:00,44349,114.336,-315.89,295.307,108.641,-309.171,301.834,-5.696,6.719,6.528,126.2,0.002934
2025-01-19T00:23:00,43390,-1352.765,1909.55,-4350.391,-1347.745,1915.777,-4358.756,5.021,6.228,-8.365,140.7,0.004812
2025-03-23T18:46:00,32055,-4531.906,-5721.699,-290.173,-4523.569,-5727.675,-281.985,8.338,-5.976,8.187,88.8,0.000144
2025-03-09T14:27:00,39719,2076.964,-4522.679,-2148.761,2081.267,-4520.281,-2146.974,4.303,2.397,1.787,143.3,0.00115
2025-01-05T18:10:00,44782,3831.943,2507.963,454.066,3830.121,2510.728,442.661,-1.822,2.765,-11.405,77.0,0.003621
2025-01-27T08:23:00,36029,-1805.477,-3780.518,-5052.866,-1801.676,-3772.407,-5042.971,3.802,8.111,9.894,118.5,0.001702
2025-01-25T11:38:00,32314,-5079.849,5174.078,-5298.601,-5081.191,5173.539,-5308.055,-1.342,-0.539,-9.454,97.8,0.000169
2025-04-08T13:40:00,34105,6602.834,2711.609,1745.806,6595.905,2716.895,1739.49,-6.929,5.286,-6.316,88.5,0.004457
2025-02-24T04:14:00,42870,-6566.541,4356.458,-3825.009,-6559.31,4353.492,-3831.917,7.232,-2.966,-6.908,104.2,0.003228
2025-02-09T15:24:00,43089,3039.17,-120.593,-5594.458,3044.08,-119.679,-5593.31,4.91,0.914,1.148,99.0,0.003064
2025-02-04T12:38:00,44782,-4152.835,-4074.772,-2148.989,-4158.822,-4079.162,-2145.457,-5.987,-4.39,3.532,71.2,0.003298
2025-01-17T07:21:00,43089,6036.375,-780.436,-4444.96,6045.571,-785.599,-4455.273,9.197,-5.164,-10.313,135.9,0.002037
2025-03-16T17:08:00,31515,2966.925,-256.078,1405.492,2962.892,-248.089,1405.141,-4.033,7.989,-0.352,92.3,0.002431
2025-04-12T23:29:00,28648,5063.216,-118.457,3316.216,5065.745,-128.476,3321.35,2.53,-10.02,5.134,131.1,0.003656
2025-04-28T23:56:00,34105,5123.167,-3635.186,-1983.427,5127.164,-3634.879,-1984.52,3.996,0.307,-1.093,118.3,0.000201
2025-02-03T20:28:00,25819,-1603.78,-4156.914,-6267.309,-1606.314,-4161.228,-6271.238,-2.533,-4.315,-3.929,79.4,0.000215
2025-01-06T20:13:00,29090,-2669.846,-2911.181,3671.366,-2666.947,-2914.189,3672.812,2.899,-3.009,1.446,129.6,0.000219
2025-03-01T07:12:00,28648,-3867.5,-2526.071,-4719.328,-3867.324,-2514.931,-4709.139,0.176,11.139,10.189,95.1,0.004706
2025-04-03T10:28:00,37449,76.372,2188.073,-4812.437,72.344,2184.711,-4808.74,-4.028,-3.362,3.697,126.9,0.003672
2025-02-15T14:53:00,28648,1895.107,4222.868,4729.042,1903.927,4219.114,4729.181,8.819,-3.754,0.139,90.0,0.002736
2025-04-27T19:20:00,27848,-4965.345,3207.554,-3616.334,-4954.25,3217.673,-3629.536,11.095,10.119,-13.202,134.0,0.004771
2025-04-02T03:00:00,34105,-1945.016,3847.463,-6573.903,-1941.85,3842.951,-6567.203,3.167,-4.511,6.7,139.1,0.002079
2025-02-20T03:19:00,28039,5840.491,3413.977,-1726.066,5854.921,3413.305,-1728.454,14.43,-0.672,-2.388,99.0,0.000406
2025-04-12T06:36:00,28349,200.317,-3341.591,-35.358,193.968,-3338.604,-46.401,-6.349,2.987,-11.043,149.0,0.000793
2025-03-12T12:27:00,32164,1089.248,-4553.715,-5178.662,1094.346,-4556.478,-5173.084,5.098,-2.763,5.579,128.3,0.002297
2025-03-27T23:06:00,44782,6838.486,5751.007,-2789.931,6851.779,5752.713,-2782.364,13.293,1.706,7.567,94.0,0.004207
2025-03-18T08:56:00,29572,2913.98,2988.38,351.381,2912.89,2977.514,352.56,-1.091,-10.866,1.179,91.8,0.004929
2025-01-20T18:30:00,32223,-4927.313,6256.218,-2844.15,-4924.952,6258.769,-2848.815,2.36,2.552,-4.665,82.1,0.004903
2025-01-26T07:16:00,28648,-5782.988,6116.152,-2438.675,-5776.432,6117.185,-2431.02,6.556,1.033,7.655,78.9,0.001381
2025-04-23T11:34:00,34012,-6057.087,-2289.521,-1773.624,-6062.827,-2296.778,-1770.275,-5.74,-7.257,3.349,74.1,0.004088
2025-02-04T08:21:00,32055,-3566.854,-826.392,-1559.593,-3553.975,-823.027,-1546.051,12.879,3.365,13.542,111.3,0.004882
2025-03-20T14:06:00,43390,1226.324,-1868.307,5237.227,1226.065,-1868.669,5242.407,-0.258,-0.363,5.18,119.0,0.002703
2025-04-09T05:37:00,40054,-4715.411,-3949.023,-683.703,-4710.573,-3947.938,-697.807,4.838,1.085,-14.104,105.1,0.002479
