Event_ID,Target_ID,Debris_ID,Miss_Distance_km,Relative_Velocity_kms,Collision_Angle_deg,Covariance_Trace,Collision_Probability,Risk_Label
EVT_81616,42107,90928,4.327,13.328,14.1,106.164,0.34431,MEDIUM
EVT_81617,46843,99778,6.835,9.754,36.5,268.212,0.78976,MEDIUM
EVT_81618,41994,87653,13.118,10.351,129.0,66.541,0.04047,SAFE
EVT_81619,30020,97258,44.625,10.809,46.5,81.609,0.0883,SAFE
EVT_81620,34402,80582,11.238,12.554,29.5,256.318,0.22862,SAFE
EVT_81621,26299,94078,35.041,14.639,176.5,249.091,0.27735,SAFE
EVT_81622,36530,80138,10.645,13.834,140.1,458.645,0.09719,SAFE
EVT_81623,37688,89805,0.149,14.736,59.0,315.854,0.82905,HIGH
EVT_81624,20352,83680,11.576,11.462,46.9,197.539,0.22662,SAFE
EVT_81625,48551,95494,27.829,9.716,176.8,48.097,0.02673,SAFE
EVT_81626,31551,93788,1.928,5.112,15.5,144.45,0.71839,MEDIUM
EVT_81627,33543,95661,14.379,7.913,68.4,166.505,0.063,SAFE
EVT_81628,38131,99242,4.731,10.78,64.0,346.905,0.73473,MEDIUM
EVT_81629,28031,88375,44.128,14.854,94.7,113.632,0.04717,SAFE
EVT_81630,43720,99945,4.67,7.84,153.7,295.649,0.5318,MEDIUM
EVT_81631,40926,93282,6.369,14.239,115.5,430.626,0.51593,MEDIUM
EVT_81632,40097,99938,1.431,5.295,1.4,209.927,0.4853,MEDIUM
EVT_81633,22624,88102,90.148,9.965,52.2,395.757,0.0938,SAFE
EVT_81634,42864,96473,5.728,8.224,175.4,396.042,0.58257,MEDIUM
EVT_81635,21863,96567,2.068,6.603,81.8,477.772,0.78683,MEDIUM
EVT_81636,27928,82185,24.804,6.042,102.2,16.763,0.03672,SAFE
EVT_81637,26902,84727,2.046,6.246,79.2,461.364,0.53662,MEDIUM
EVT_81638,23409,86436,31.858,5.993,98.3,404.294,0.14964,SAFE
EVT_81639,42257,98752,23.634,11.455,39.2,217.984,0.26189,SAFE
EVT_81640,24267,95795,22.314,5.334,119.9,27.928,0.00451,SAFE
EVT_81641,21445,86165,24.267,5.84,158.9,381.722,0.02461,SAFE
EVT_81642,45452,90237,12.736,10.575,44.6,167.588,0.17347,SAFE
EVT_81643,42912,96251,7.72,13.194,156.3,55.703,0.06206,SAFE
EVT_81644,44522,83446,3.522,13.37,42.7,320.372,0.32775,MEDIUM
EVT_81645,30282,87433,13.454,11.506,77.6,498.981,0.03056,SAFE
EVT_81646,29365,91695,3.858,7.357,107.3,135.298,0.43689,MEDIUM
EVT_81647,27240,97654,20.894,6.977,114.7,469.223,0.14553,SAFE
EVT_81648,45293,99201,1.891,9.134,167.2,448.927,0.87211,HIGH
EVT_81649,25861,84419,10.605,5.968,71.5,462.857,0.11632,SAFE
EVT_81650,26456,88431,1.871,8.329,154.2,53.166,0.04043,SAFE
EVT_81651,44003,80939,14.046,9.478,118.7,216.241,0.09325,SAFE
EVT_81652,43313,92049,0.422,8.517,82.4,383.235,0.86982,HIGH
EVT_81653,32953,90971,3.236,14.979,52.2,199.729,0.60181,MEDIUM
EVT_81654,44980,84084,9.21,5.377,133.1,50.981,0.21947,SAFE
EVT_81655,43268,97466,6.749,9.493,172.0,475.128,0.67219,MEDIUM
EVT_81656,27231,93178,11.107,14.091,65.3,389.974,0.15593,SAFE
EVT_81657,33771,95498,53.307,14.615,138.7,192.518,0.20853,SAFE
EVT_81658,49373,90724,3.247,6.445,154.7,236.667,0.34765,MEDIUM
EVT_81659,26149,87654,7.386,11.899,69.9,115.725,0.33855,MEDIUM
EVT_81660,41397,87553,21.602,6.171,156.8,415.099,0.09212,SAFE
EVT_81661,34876,82548,31.288,12.565,162.3,222.719,0.25525,SAFE
EVT_81662,35303,93201,25.693,7.986,168.7,413.118,0.10402,SAFE
EVT_81663,35319,96827,30.499,5.877,121.1,351.098,0.258,SAFE
EVT_81664,41720,88715,36.978,13.749,134.7,147.861,0.10584,SAFE
EVT_81665,48307,83034,11.167,6.018,129.7,418.572,0.22257,SAFE
EVT_81666,21341,85684,10.123,8.209,58.3,208.177,0.09907,SAFE
EVT_81667,46428,88341,66.225,10.675,150.5,288.943,0.28582,SAFE
EVT_81668,24680,85444,27.71,11.502,68.4,447.815,0.21017,SAFE
EVT_81669,48326,81523,15.094,5.089,154.5,265.665,0.09445,SAFE
EVT_81670,21982,81545,4.654,7.179,86.8,356.065,0.46609,MEDIUM
EVT_81671,29723,83620,7.303,13.387,128.3,243.635,0.46526,MEDIUM
EVT_81672,43910,98401,1.609,11.791,106.0,58.635,0.13061,SAFE
EVT_81673,42760,97622,4.266,5.388,33.5,197.124,0.74935,MEDIUM
EVT_81674,35682,82460,3.597,14.229,28.9,456.881,0.77383,MEDIUM
EVT_81675,25074,86087,1.104,13.506,174.8,331.048,0.80564,HIGH
EVT_81676,38222,87041,54.514,12.547,27.2,168.139,0.24894,SAFE
EVT_81677,28443,91469,3.277,14.721,46.9,254.813,0.71923,MEDIUM
EVT_81678,42227,89802,43.666,12.475,156.6,465.26,0.18893,SAFE
EVT_81679,23823,92942,0.542,5.686,7.6,359.966,0.84807,HIGH
EVT_81680,42945,96774,1.005,7.431,147.8,227.527,0.41818,MEDIUM
EVT_81681,41685,88340,5.143,7.5,147.5,492.896,0.63705,MEDIUM
EVT_81682,42191,84942,23.606,7.808,101.7,221.418,0.02368,SAFE
EVT_81683,43024,92784,20.828,5.349,176.7,418.32,0.2687,SAFE
EVT_81684,34635,87640,20.428,14.878,106.6,131.118,0.27843,SAFE
EVT_81685,40450,82909,6.063,13.528,130.2,104.044,0.36486,MEDIUM
EVT_81686,42619,98975,13.494,10.808,115.2,188.053,0.02484,SAFE
EVT_81687,38030,86386,1.334,10.241,125.9,357.288,0.95831,HIGH
EVT_81688,25762,82682,20.386,9.354,100.7,75.198,0.14296,SAFE
EVT_81689,41569,94816,46.359,14.335,59.7,412.929,0.08075,SAFE
EVT_81690,23953,85596,17.786,13.324,126.7,325.505,0.14337,SAFE
EVT_81691,47863,83412,2.312,11.573,95.9,185.882,0.47501,MEDIUM
EVT_81692,42667,85042,16.418,9.371,113.3,304.947,0.01717,SAFE
EVT_81693,47658,96771,8.248,14.642,152.0,146.703,0.66047,MEDIUM
EVT_81694,34124,80047,1.279,7.914,13.7,138.036,0.59746,MEDIUM
EVT_81695,46184,94826,12.868,13.919,174.3,130.173,0.12179,SAFE
EVT_81696,20159,98663,0.331,11.14,16.9,413.465,0.80213,HIGH
EVT_81697,43114,92523,1.58,13.583,103.4,266.554,0.32204,MEDIUM
EVT_81698,33432,90025,16.849,6.395,48.7,224.114,0.12973,SAFE
EVT_81699,36421,96872,10.663,7.691,127.7,349.919,0.25735,SAFE
EVT_81700,47897,97784,10.819,6.075,102.7,389.574,0.02145,SAFE
EVT_81701,42159,88668,3.038,6.841,103.0,200.194,0.45212,MEDIUM
EVT_81702,28151,85056,15.896,10.262,163.8,14.292,0.26432,SAFE
EVT_81703,21074,84675,7.547,14.53,52.4,85.25,0.23899,SAFE
EVT_81704,45225,87800,35.911,9.157,50.6,164.009,0.13862,SAFE
EVT_81705,25094,95230,3.84,9.865,159.0,316.7,0.69354,MEDIUM
EVT_81706,47559,87801,2.491,11.573,149.7,444.245,0.606,MEDIUM
EVT_81707,42309,83366,1.451,10.829,91.6,484.915,0.87489,HIGH
EVT_81708,30797,90233,0.817,11.075,97.7,26.785,0.1707,SAFE
EVT_81709,38174,95536,23.602,13.964,80.0,363.18,0.25828,SAFE
EVT_81710,36335,82912,2.591,11.206,105.1,110.644,0.45618,MEDIUM
EVT_81711,41506,81149,24.885,13.449,72.7,356.527,0.08938,SAFE
EVT_81712,24117,84265,82.749,12.151,130.9,268.369,0.28515,SAFE
EVT_81713,24602,84055,26.305,9.174,29.4,120.166,0.2605,SAFE
EVT_81714,37107,96889,7.788,8.986,103.4,487.959,0.48911,MEDIUM
EVT_81715,40466,97663,3.123,7.225,137.5,266.602,0.78546,MEDIUM
EVT_81716,39166,99225,33.436,5.928,58.9,401.072,0.01718,SAFE
EVT_81717,45482,95844,58.318,9.052,39.2,252.504,0.12794,SAFE
EVT_81718,43509,86019,10.059,5.164,112.7,220.744,0.25893,SAFE
EVT_81719,36672,83507,0.997,11.986,113.5,399.015,0.98468,HIGH
EVT_81720,39793,97674,32.959,11.871,65.6,308.895,0.00081,SAFE
EVT_81721,32644,81652,5.759,5.153,17.5,384.754,0.31552,MEDIUM
EVT_81722,45605,91363,7.963,11.484,116.2,434.844,0.78322,MEDIUM
EVT_81723,27330,92475,8.497,8.457,14.2,354.541,0.67852,MEDIUM
EVT_81724,31536,99301,7.814,10.068,127.2,237.313,0.40137,MEDIUM
EVT_81725,39964,84950,0.363,14.642,7.2,376.955,0.94919,HIGH
EVT_81726,20986,90824,19.539,14.951,1.4,48.367,0.24839,SAFE
EVT_81727,44961,92266,38.601,11.668,113.0,71.45,0.04171,SAFE
EVT_81728,32272,83648,9.028,11.764,73.6,29.895,0.00329,SAFE
EVT_81729,20991,90083,22.228,7.1,87.1,453.87,0.19241,SAFE
EVT_81730,29683,87294,7.037,13.212,48.0,78.395,0.23358,SAFE
EVT_81731,38803,99146,2.325,9.842,92.8,205.02,0.4916,MEDIUM
EVT_81732,31378,89563,25.255,13.751,133.7,192.51,0.06921,SAFE
EVT_81733,39551,98871,1.541,14.091,107.1,409.399,0.904,HIGH
EVT_81734,41664,97748,3.309,6.624,39.7,411.49,0.64527,MEDIUM
EVT_81735,33594,90442,13.44,12.381,118.9,158.643,0.08205,SAFE
EVT_81736,37425,84331,2.74,5.249,108.7,182.753,0.51889,MEDIUM
EVT_81737,26952,94002,10.426,7.846,134.9,11.817,0.25893,SAFE
EVT_81738,37880,83824,26.006,12.881,51.3,301.969,0.09016,SAFE
EVT_81739,43588,88254,30.419,13.24,42.8,477.929,0.12647,SAFE
EVT_81740,32915,84829,3.644,14.04,132.2,488.967,0.78584,MEDIUM
EVT_81741,23195,87856,2.922,9.112,124.3,51.293,0.21356,SAFE
EVT_81742,31010,94844,6.183,8.477,20.0,471.801,0.4811,MEDIUM
EVT_81743,38748,88516,10.776,7.485,129.1,138.541,0.25365,SAFE
EVT_81744,44718,92093,3.356,12.764,141.2,252.896,0.70793,MEDIUM
EVT_81745,32911,81271,4.505,5.77,63.6,220.155,0.33918,MEDIUM
EVT_81746,37853,98328,15.407,7.571,141.4,360.317,0.2076,SAFE
EVT_81747,42761,85267,5.068,5.733,92.3,369.244,0.583,MEDIUM
EVT_81748,36451,91725,3.783,13.231,29.4,433.039,0.3755,MEDIUM
EVT_81749,22216,80107,14.084,5.806,105.3,14.486,0.21883,SAFE
EVT_81750,49680,88220,1.744,12.272,19.9,240.51,0.72772,MEDIUM
EVT_81751,33359,93680,21.413,11.191,49.3,46.616,0.19043,SAFE
EVT_81752,40973,93717,14.136,11.127,58.2,397.988,0.27862,SAFE
EVT_81753,47021,82862,10.73,7.026,91.4,366.351,0.06331,SAFE
EVT_81754,43606,94585,7.712,7.651,34.7,55.688,0.01592,SAFE
EVT_81755,41049,85764,6.705,14.538,165.6,318.142,0.67606,MEDIUM
EVT_81756,31757,81543,15.122,7.213,62.7,347.216,0.00114,SAFE
EVT_81757,22160,83812,21.289,14.639,49.8,40.653,0.04972,SAFE
EVT_81758,41131,97741,4.133,6.114,61.7,352.331,0.7499,MEDIUM
EVT_81759,25632,90003,19.602,9.358,22.9,25.719,0.24304,SAFE
EVT_81760,29755,86575,5.9,8.097,140.4,194.378,0.59332,MEDIUM
EVT_81761,42784,93530,3.676,13.793,144.5,96.046,0.06704,SAFE
EVT_81762,34316,88798,23.821,11.141,148.4,125.864,0.28639,SAFE
EVT_81763,47916,83034,2.431,7.975,126.2,125.567,0.31446,MEDIUM
EVT_81764,48977,98422,9.997,11.044,55.4,236.777,0.48845,MEDIUM
EVT_81765,21485,81355,2.729,14.236,168.4,377.89,0.63968,MEDIUM
EVT_81766,26992,89838,16.571,12.159,46.0,399.932,0.22523,SAFE
EVT_81767,43630,97512,3.554,10.466,175.1,402.491,0.44172,MEDIUM
EVT_81768,31754,98498,34.181,9.224,14.0,307.25,0.16528,SAFE
EVT_81769,38421,91171,9.194,12.104,103.7,478.752,0.38697,MEDIUM
EVT_81770,23811,89794,12.843,5.239,122.9,455.247,0.12969,SAFE
EVT_81771,25996,92766,3.555,5.28,25.3,59.304,0.20717,SAFE
EVT_81772,48426,89313,4.267,10.538,137.1,216.075,0.44911,MEDIUM
EVT_81773,23724,94228,34.587,7.875,74.9,476.924,0.15719,SAFE
EVT_81774,39314,97338,8.414,14.879,104.3,33.495,0.28189,SAFE
EVT_81775,39042,84761,5.239,9.815,174.8,44.973,0.18339,SAFE
EVT_81776,23187,84080,12.902,12.015,164.0,301.077,0.11368,SAFE
EVT_81777,26868,87509,21.929,10.221,105.0,313.802,0.00466,SAFE
EVT_81778,42477,98095,3.62,5.306,155.3,410.443,0.31326,MEDIUM
EVT_81779,44074,81247,10.561,7.063,80.6,106.391,0.01245,SAFE
EVT_81780,41259,91989,19.941,7.903,25.4,152.699,0.11522,SAFE
EVT_81781,36411,93027,3.959,9.238,95.6,144.648,0.59619,MEDIUM
EVT_81782,46049,94578,22.529,14.038,167.5,124.155,0.06363,SAFE
EVT_81783,31049,97420,18.406,14.439,124.9,358.746,0.16477,SAFE
EVT_81784,32953,95663,33.493,13.681,73.7,164.103,0.04344,SAFE
EVT_81785,43059,89836,2.422,7.147,134.4,179.678,0.439,MEDIUM
EVT_81786,44363,83206,9.022,7.088,110.7,404.901,0.78924,MEDIUM
EVT_81787,23863,83674,1.599,14.814,31.3,371.887,0.84809,HIGH
EVT_81788,44067,94776,3.101,11.652,92.3,110.204,0.53694,MEDIUM
EVT_81789,41812,90930,3.603,7.939,28.5,321.285,0.40783,MEDIUM
EVT_81790,28613,85889,1.013,10.911,12.2,350.999,0.89885,HIGH
EVT_81791,44837,81871,6.794,10.31,140.3,333.365,0.36757,MEDIUM
EVT_81792,45866,96731,12.455,7.518,19.4,29.002,0.04041,SAFE
EVT_81793,21306,83441,35.628,7.488,69.8,280.414,0.09248,SAFE
EVT_81794,49924,93274,3.008,13.262,39.8,33.461,0.07579,SAFE
EVT_81795,20945,94172,18.914,10.041,155.6,439.069,0.13802,SAFE
EVT_81796,30829,99449,0.372,10.405,11.2,287.338,0.43959,MEDIUM
EVT_81797,21242,85609,1.122,13.958,157.3,174.47,0.56046,MEDIUM
EVT_81798,26261,99731,36.669,8.71,129.2,440.838,0.21829,SAFE
EVT_81799,27633,81487,13.382,6.305,43.4,33.479,0.01461,SAFE
EVT_81800,22127,98217,34.609,9.067,72.6,482.945,0.01998,SAFE
EVT_81801,21896,91956,0.887,12.07,24.7,237.993,0.37303,MEDIUM
EVT_81802,31735,82836,33.882,10.651,65.7,252.263,0.21263,SAFE
EVT_81803,38140,88092,33.341,12.571,13.1,412.534,0.11794,SAFE
EVT_81804,32898,88117,12.57,9.505,34.6,467.374,0.17085,SAFE
EVT_81805,43510,92538,13.91,6.232,8.4,493.521,0.22668,SAFE
EVT_81806,27892,98234,36.027,5.292,135.7,10.054,0.15024,SAFE
EVT_81807,25154,84244,56.602,13.048,76.8,29.654,0.00312,SAFE
EVT_81808,25119,88213,5.82,9.562,20.0,12.101,0.13685,SAFE
EVT_81809,41565,83030,22.335,14.87,122.8,180.001,0.13448,SAFE
EVT_81810,48709,81128,11.642,11.597,155.5,107.378,0.15653,SAFE
EVT_81811,45483,92849,10.743,5.278,104.6,451.812,0.08047,SAFE
EVT_81812,27994,92055,26.303,14.619,101.6,300.27,0.17558,SAFE
EVT_81813,41690,95978,10.275,8.819,91.2,418.878,0.26641,SAFE
EVT_81814,40250,83793,19.489,12.799,70.1,400.857,0.00206,SAFE
EVT_81815,40686,98312,9.546,14.447,59.1,17.086,0.10414,SAFE
EVT_81816,45683,97714,0.651,10.505,45.3,336.036,0.86434,HIGH
EVT_81817,27699,98064,29.776,7.387,153.0,492.743,0.22914,SAFE
EVT_81818,25988,86723,11.145,11.386,17.8,182.347,0.19005,SAFE
EVT_81819,48363,80054,23.695,14.382,142.6,382.047,0.06269,SAFE
EVT_81820,42608,98443,17.755,9.128,170.8,354.902,0.10309,SAFE
EVT_81821,48175,82548,1.828,11.959,31.4,120.728,0.61695,MEDIUM
EVT_81822,26954,97245,2.981,5.871,55.9,445.914,0.72446,MEDIUM
EVT_81823,44538,95947,23.717,12.826,13.6,290.502,0.16729,SAFE
EVT_81824,40533,92526,21.133,7.121,111.5,413.495,0.12153,SAFE
EVT_81825,31983,81891,2.977,11.501,5.7,72.665,0.16546,SAFE
EVT_81826,30143,91489,7.866,7.779,8.1,164.424,0.63672,MEDIUM
EVT_81827,45404,96839,29.313,9.536,11.1,173.756,0.26093,SAFE
EVT_81828,39515,92631,5.52,12.293,95.3,405.399,0.54376,MEDIUM
EVT_81829,25316,95107,16.715,14.037,35.6,277.418,0.28602,SAFE
EVT_81830,24415,81595,5.71,8.234,13.1,387.443,0.47661,MEDIUM
EVT_81831,24033,96871,7.0,6.019,160.6,225.161,0.31469,MEDIUM
EVT_81832,28088,97892,3.034,6.296,61.2,331.955,0.35204,MEDIUM
EVT_81833,27310,92120,11.762,8.277,90.8,315.789,0.05207,SAFE
EVT_81834,21070,99089,4.582,9.279,58.0,329.885,0.66528,MEDIUM
EVT_81835,28517,84779,3.142,11.454,40.8,211.121,0.72908,MEDIUM
EVT_81836,29687,89687,10.744,7.675,129.8,34.948,0.11996,SAFE
EVT_81837,43361,83241,5.349,8.223,95.1,126.528,0.60206,MEDIUM
EVT_81838,43273,89259,7.867,8.499,2.7,198.675,0.78289,MEDIUM
EVT_81839,21168,90003,20.78,10.149,145.8,111.563,0.23978,SAFE
EVT_81840,21121,95608,10.401,12.291,92.3,197.831,0.17021,SAFE
EVT_81841,40985,87522,41.488,11.754,141.7,58.576,0.11498,SAFE
EVT_81842,24760,82563,16.771,7.035,158.9,406.051,0.08145,SAFE
EVT_81843,45617,93928,32.472,6.822,30.1,429.01,0.26633,SAFE
EVT_81844,28099,88526,19.142,13.036,109.6,455.416,0.16096,SAFE
EVT_81845,37428,80164,1.209,10.761,153.0,412.165,0.94064,HIGH
EVT_81846,40494,87999,10.245,10.638,129.7,309.731,0.08445,SAFE
EVT_81847,46933,88668,7.23,11.222,129.3,123.608,0.59804,MEDIUM
EVT_81848,46711,80662,0.029,12.078,151.3,315.852,0.95508,HIGH
EVT_81849,45823,84060,3.764,8.254,39.4,401.609,0.57205,MEDIUM
EVT_81850,34945,82118,4.922,12.021,44.1,379.484,0.4186,MEDIUM
EVT_81851,34300,96373,3.162,8.082,55.2,470.389,0.60872,MEDIUM
EVT_81852,27770,94603,10.312,5.899,60.7,198.826,0.12047,SAFE
EVT_81853,44272,94120,3.691,10.517,108.8,456.683,0.72432,MEDIUM
EVT_81854,21654,93648,2.499,10.635,46.9,228.879,0.44395,MEDIUM
EVT_81855,39648,93541,55.652,14.813,105.7,499.15,0.13785,SAFE
EVT_81856,40981,91235,7.592,6.093,20.3,75.594,0.18083,SAFE
EVT_81857,47954,92549,16.037,9.649,46.9,306.38,0.0668,SAFE
EVT_81858,38341,87817,17.217,9.495,169.9,122.647,0.00379,SAFE
EVT_81859,21520,84260,33.176,11.801,84.8,105.577,0.25758,SAFE
EVT_81860,40429,86394,24.8,13.319,135.2,184.141,0.27798,SAFE
EVT_81861,41937,81358,19.139,13.961,94.9,415.919,0.10943,SAFE
EVT_81862,26357,95581,25.09,5.218,11.3,480.626,0.25196,SAFE
EVT_81863,48059,91413,1.906,7.527,175.3,215.213,0.5475,MEDIUM
EVT_81864,29668,96112,12.477,14.612,129.7,199.528,0.04094,SAFE
EVT_81865,32464,83268,4.199,7.037,62.1,124.213,0.4229,MEDIUM
EVT_81866,42313,82249,11.952,14.368,16.7,208.187,0.0451,SAFE
EVT_81867,38093,87061,3.529,10.639,46.0,110.166,0.5541,MEDIUM
EVT_81868,32723,88657,18.877,13.91,93.8,302.237,0.20288,SAFE
EVT_81869,42500,84828,22.543,6.217,21.0,334.046,0.09359,SAFE
EVT_81870,28558,98941,4.355,5.395,124.6,199.421,0.68787,MEDIUM
EVT_81871,21904,89358,19.392,9.632,115.8,306.769,0.21316,SAFE
EVT_81872,25372,94302,4.798,9.672,54.7,267.445,0.46236,MEDIUM
EVT_81873,36198,88571,31.518,6.598,157.9,109.873,0.21608,SAFE
EVT_81874,42361,99072,17.447,9.955,99.6,491.682,0.20384,SAFE
EVT_81875,32956,80435,32.98,11.65,9.7,280.787,0.09851,SAFE
EVT_81876,32582,86057,13.203,6.539,70.3,345.612,0.021,SAFE
EVT_81877,24056,92396,10.586,14.357,130.6,365.42,0.04319,SAFE
EVT_81878,29923,93749,28.763,7.722,80.7,185.395,0.19109,SAFE
EVT_81879,47948,82982,25.36,6.016,174.7,257.579,0.00319,SAFE
EVT_81880,21834,87380,12.665,6.417,25.5,160.375,0.07338,SAFE
EVT_81881,42487,82631,26.198,10.744,29.4,126.096,0.16915,SAFE
EVT_81882,34372,88207,35.396,13.597,153.9,329.452,0.02072,SAFE
EVT_81883,25904,98068,16.772,12.649,7.1,376.62,0.25331,SAFE
EVT_81884,22550,93304,43.612,6.616,71.2,66.07,0.05451,SAFE
EVT_81885,44277,80986,20.835,13.357,116.2,222.724,0.27411,SAFE
EVT_81886,43066,90253,0.76,8.729,114.6,236.555,0.67208,MEDIUM
EVT_81887,41916,83646,0.159,12.928,37.3,104.26,0.43827,MEDIUM
EVT_81888,46870,86884,26.547,10.786,9.6,472.609,0.25757,SAFE
EVT_81889,36169,89369,46.71,6.248,49.4,173.598,0.12369,SAFE
EVT_81890,33452,85384,41.683,10.304,114.8,312.06,0.22254,SAFE
EVT_81891,48690,95410,3.8,8.405,128.1,248.802,0.77959,MEDIUM
EVT_81892,47875,91699,22.44,8.806,11.4,453.758,0.06426,SAFE
EVT_81893,36051,96444,1.302,8.106,0.8,381.096,0.82963,HIGH
EVT_81894,49139,89578,31.813,14.148,167.5,434.76,0.23443,SAFE
EVT_81895,42479,80091,8.957,11.697,15.9,258.304,0.5163,MEDIUM
EVT_81896,48184,93556,97.988,13.66,78.9,312.134,0.02549,SAFE
EVT_81897,44229,92486,3.644,12.044,12.6,129.167,0.51221,MEDIUM
EVT_81898,31217,95005,13.087,13.297,59.5,326.398,0.23639,SAFE
EVT_81899,33525,85441,5.156,13.129,72.7,134.265,0.59661,MEDIUM
EVT_81900,42720,85197,2.513,14.312,92.3,288.026,0.78556,MEDIUM
EVT_81901,25727,82016,0.288,10.581,151.0,144.983,0.59494,MEDIUM
EVT_81902,26900,81976,14.418,13.3,107.5,425.441,0.25075,SAFE
EVT_81903,44657,80956,6.403,14.387,41.1,119.613,0.43495,MEDIUM
EVT_81904,26394,98652,4.131,8.923,129.4,178.303,0.45902,MEDIUM
EVT_81905,26918,84047,6.169,7.695,72.7,356.126,0.30393,MEDIUM
EVT_81906,36796,85758,34.157,9.029,148.5,215.552,0.16048,SAFE
EVT_81907,39272,97611,24.548,8.591,122.6,217.208,0.23056,SAFE
EVT_81908,49813,81027,2.267,8.058,149.3,226.801,0.51015,MEDIUM
EVT_81909,38310,98661,6.114,9.86,11.5,299.97,0.77072,MEDIUM
EVT_81910,42788,82802,19.096,12.758,121.7,240.319,0.10887,SAFE
EVT_81911,26855,98984,6.012,11.448,28.6,421.285,0.55938,MEDIUM
EVT_81912,45327,97352,45.337,13.624,39.9,498.098,0.2724,SAFE
EVT_81913,20250,84197,17.92,9.541,63.9,32.567,0.04304,SAFE
EVT_81914,42581,86662,27.398,7.621,124.9,26.045,0.06381,SAFE
EVT_81915,35673,87274,26.466,13.186,155.8,13.021,0.11142,SAFE
EVT_81916,26023,82495,0.567,14.421,57.8,217.556,0.5782,MEDIUM
EVT_81917,37310,89984,27.993,11.097,11.7,241.841,0.06864,SAFE
EVT_81918,46794,97905,8.178,7.943,58.9,386.456,0.50836,MEDIUM
EVT_81919,38127,86424,4.284,12.127,73.3,166.902,0.47194,MEDIUM
EVT_81920,28035,96083,40.517,10.54,177.2,130.475,0.1963,SAFE
EVT_81921,36201,82014,19.655,11.02,132.3,336.151,0.02622,SAFE
EVT_81922,31639,97477,16.92,8.953,163.5,144.465,0.05416,SAFE
EVT_81923,49530,94108,15.852,11.009,124.7,240.469,0.24895,SAFE
EVT_81924,22477,85526,8.295,11.205,153.6,327.004,0.66588,MEDIUM
EVT_81925,21844,90910,28.104,9.796,55.2,56.367,0.05783,SAFE
EVT_81926,29326,86385,4.61,9.064,102.7,211.289,0.33985,MEDIUM
EVT_81927,21022,82858,5.929,8.712,1.1,416.935,0.4383,MEDIUM
EVT_81928,29885,81367,22.748,14.365,135.8,302.985,0.14645,SAFE
EVT_81929,45602,80388,28.497,8.23,44.7,142.063,0.01717,SAFE
EVT_81930,27722,97795,25.214,6.218,80.0,169.57,0.02754,SAFE
EVT_81931,35485,88913,6.06,10.547,172.5,322.716,0.52847,MEDIUM
EVT_81932,26797,82162,31.866,9.122,118.8,186.869,0.12678,SAFE
EVT_81933,48676,90758,1.374,13.76,158.5,301.057,0.93593,HIGH
EVT_81934,49384,90730,1.777,8.794,72.5,65.458,0.14676,SAFE
EVT_81935,35374,92258,11.0,11.357,59.6,454.587,0.07467,SAFE
EVT_81936,27685,86750,71.511,6.449,99.7,351.659,0.1695,SAFE
EVT_81937,21348,82394,12.498,10.807,81.2,311.329,0.24022,SAFE
EVT_81938,35956,85549,1.844,12.129,71.5,354.745,0.92754,HIGH
EVT_81939,43204,95158,20.372,10.185,78.2,285.033,0.23322,SAFE
EVT_81940,45624,83838,2.497,9.864,10.1,357.833,0.47154,MEDIUM
EVT_81941,35598,89601,5.568,12.591,117.8,414.363,0.64451,MEDIUM
EVT_81942,38517,81368,12.116,14.852,138.1,335.214,0.00342,SAFE
EVT_81943,47082,80600,5.944,14.099,139.2,50.098,0.13376,SAFE
EVT_81944,31340,96807,0.407,9.743,130.3,132.485,0.56938,MEDIUM
EVT_81945,28658,80696,35.43,9.619,61.5,400.326,0.01812,SAFE
EVT_81946,26372,83507,19.179,10.015,56.0,94.435,0.16814,SAFE
EVT_81947,30333,91897,58.292,14.925,161.8,198.079,0.23243,SAFE
EVT_81948,36517,85831,2.46,10.95,140.3,382.022,0.40336,MEDIUM
EVT_81949,38922,96054,0.493,10.465,104.4,498.097,0.90838,HIGH
EVT_81950,24665,98888,24.394,5.299,96.7,112.889,0.06616,SAFE
EVT_81951,47829,99786,4.92,10.862,112.6,222.371,0.74075,MEDIUM
EVT_81952,38317,97557,15.599,14.299,128.4,151.707,0.17105,SAFE
EVT_81953,49136,99397,23.736,8.309,122.1,445.594,0.21335,SAFE
EVT_81954,30556,93578,23.894,9.352,87.3,490.684,0.26392,SAFE
EVT_81955,44282,80998,17.905,12.371,25.5,208.323,0.04453,SAFE
EVT_81956,24877,98536,2.865,13.644,29.6,341.758,0.7204,MEDIUM
EVT_81957,40666,81926,46.991,5.5,58.2,461.483,0.23252,SAFE
EVT_81958,44418,86278,18.904,10.52,172.2,282.995,0.14434,SAFE
EVT_81959,38952,81123,21.272,14.314,126.1,390.267,0.249,SAFE
EVT_81960,27174,96125,12.003,11.924,51.5,207.925,0.20016,SAFE
EVT_81961,34091,98289,12.823,12.618,102.8,407.596,0.21793,SAFE
EVT_81962,30644,85973,52.638,5.853,39.5,14.555,0.11743,SAFE
EVT_81963,33339,92786,7.197,14.388,107.6,283.946,0.57929,MEDIUM
EVT_81964,29888,95188,1.725,11.131,106.1,155.725,0.35006,MEDIUM
EVT_81965,25305,99012,20.102,13.692,2.7,53.909,0.15016,SAFE
EVT_81966,22927,95716,49.926,8.642,104.8,251.862,0.03113,SAFE
